message_id,timestamp,author,content,is_reply,reply_context,is_edited,is_forward,action,ticker,strike,type,price,expiration,size,stop_price,trailing,trade_count,raw_parsed
1460485773706137731,2026-01-13T04:09:02.965000+00:00,ohiain,<@&1457740469353058469>,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460633882415202409,2026-01-13T13:57:34.833000+00:00,ohiain,"Morning family! Markets are gapping down this morning, with both QQQ and SPY lower by roughly a dollar, while IWM and ARKK are opening right around yesterday’s close. Small caps continue to show relative strength, and IWM remains my primary area of focus as tech has taken some meaningful hits over t",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460642836998521106,2026-01-13T14:33:09.772000+00:00,ohiain,"Nasty 5 min open on $JOBY, watching closely.

<@&1457740469353058469>",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460644705418084578,2026-01-13T14:40:35.238000+00:00,ohiain,"Flat $JOBY @.93 at b/e 

5 min ORB break to downside, not holding that sucker.

Looked sooo good, what was that 5 min candle 😭

<@&1457740469353058469>",False,,False,False,exit,JOBY,,,b/e,,,,,1,"{""action"": ""exit"", ""ticker"": ""JOBY"", ""price"": ""b/e""}"
1460644913380327639,2026-01-13T14:41:24.820000+00:00,ohiain,"I went from up 25% to b/e in 5 mins, what was the PA.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460645096436400361,2026-01-13T14:42:08.464000+00:00,ohiain,"Looking for strength ATM, seems like a lot of names are pulling back into MAs.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460646154956968120,2026-01-13T14:46:20.835000+00:00,ohiain,$ASTS looks great on this o/p reclaim,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460647699710742653,2026-01-13T14:52:29.133000+00:00,ohiain,"$CIFR and $ASTS are holding up well, keeping them on watch.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460650389857898611,2026-01-13T15:03:10.514000+00:00,ohiain,"$QQQ flipping red, if I had to guess, another low volume day.

All I've done is move my WL around for strength and got stopped out of $JOBY at b/e.

The market has been sloppy the past few weeks, which has required a lot of selectivity if you wanted to see progress. Lots of headlines, news, and rand",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460653569513361594,2026-01-13T15:15:48.603000+00:00,ohiain,https://tenor.com/view/sunnyfication-gif-20299408,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460653575632851136,2026-01-13T15:15:50.062000+00:00,ohiain,"$ALAB, $AVGO, $INTC semi are cooking rn.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460655341984284766,2026-01-13T15:22:51.193000+00:00,ohiain,"This is why you have b/e stops people!! 😆

If the trade comes back to your invalidation level, that means the entry could've been better. If it breaks your level, get out... no discussion.

It's better to be wanting into a stock than to be wanting to get out!
Know this.",True,"Flat $JOBY @.93 at b/e 

5 min ORB break to downside, not holding that sucker.

Looked sooo good, what was that 5 min candle 😭

<@&1457740469353058469>",False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460659154480926946,2026-01-13T15:38:00.163000+00:00,ohiain,"Doesn't look like much is happening today. All I'm seeing are a bunch of squats at key pivots, and much downside follow through because of the indices failing at highs + news.

Nothing for me to do so far today, so I'll prob call the morning session here. 

I've got alerts set and will come back dur",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460660845930479749,2026-01-13T15:44:43.436000+00:00,ohiain,"I'm taking of the RS on $BTC and $ETH, crypto names getting some follow through.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460663856467542213,2026-01-13T15:56:41.204000+00:00,ohiain,"$ALAB carrying the momentum further, semis responding well to this intraday PA  <@199628210818908160> 

$AVGO, $INTC, $AMD... is $NVDA next???",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460680219383038063,2026-01-13T17:01:42.427000+00:00,ohiain,Watching $LMND for a PB buy entry.,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460689601571065919,2026-01-13T17:38:59.315000+00:00,ohiain,"I would like to see a bottom form, or some intraday tight range to risk off of. Clear retest back into a big weekly pivot. HTF setup on the weekly.",True,Watching $LMND for a PB buy entry.,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460698532385394891,2026-01-13T18:14:28.587000+00:00,ohiain,Watching this 65 min pivot on $LMND for a potential entry.,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460698576568193045,2026-01-13T18:14:39.121000+00:00,ohiain,right off the 9 EMA.,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460706623675961539,2026-01-13T18:46:37.701000+00:00,ohiain,"$LMND catching no momentum intraday, think I'm taking the rest of the day off, heavy news tonight and the rest of the week.

No need to force anything! All I did was manage $JOBY today at open for b/e, I'm full cash heading into tm!

<@&1457740469353058469>",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460773288514158655,2026-01-13T23:11:31.837000+00:00,ohiain,"**straight from my X:
**
""80% of my trades recently have come from undercuts and reclaims of support pivots, daily EMAs, and/or intraday VWAP.

I’m sharing this because the past few months have been a constant lesson for me in adaptation. The market isn’t giving easy breakouts as it did back in Sept",False,,True,False,null,,,,,,,,,0,"{""action"": ""null""}"
1460998429172826366,2026-01-14T14:06:09.553000+00:00,ohiain,"Markets are gapping down across the board this morning, with $QQQ, $SPY, $IWM, and $ARKK all opening lower ahead of fresh news. Whenever we get a broad gap like this, my first job is to observe how price reacts once the market actually opens. One constructive note from yesterday is that growth names",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461004312380571710,2026-01-14T14:29:32.219000+00:00,ohiain,"I like $ASTS sub 90 and $ALAB sub 175 as a buyer, watching off open. Do note that we have news at 10 am EST!",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461006124009394342,2026-01-14T14:36:44.145000+00:00,ohiain,$RIVN trying to fill this gap right at the 50 day.,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461006184080347247,2026-01-14T14:36:58.467000+00:00,ohiain,$RKLB refusing to go down as $ASTS sitting right at 9 day.,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461007747502964799,2026-01-14T14:43:11.216000+00:00,ohiain,"Adding $ASTS 120c Feb 20 @3.80

half size (9 day + 90/OP reclaim)

Stop: LOD

<@&1457740469353058469>",False,,False,False,buy,ASTS,120,call,3.8,2026-02-20,half,LOD,False,1,"{""action"": ""buy"", ""ticker"": ""ASTS"", ""strike"": 120, ""type"": ""call"", ""expiration"": ""2026-02-20"", ""price"": 3.8, ""size"": ""half"", ""stop_price"": ""LOD"", ""trailing"": false}"
1461008463915389183,2026-01-14T14:46:02.022000+00:00,ohiain,"$RKLB trying to RDR here, I will know if I'm wrong quickly.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461008628986155205,2026-01-14T14:46:41.378000+00:00,ohiain,"If $ASTS loses 9 day, I will look to buy it back at the 87 gap.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461009341560655884,2026-01-14T14:49:31.269000+00:00,ohiain,,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461010688020582523,2026-01-14T14:54:52.290000+00:00,ohiain,"$NBIS very appealing here, will wait for the next 6 mins to see what happens.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461011270651088947,2026-01-14T14:57:11.200000+00:00,ohiain,"$RKLB breaking out of 15 min ORB, woud like to see $ASTS catch a bid here also.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461013629729112166,2026-01-14T15:06:33.648000+00:00,ohiain,$ASTS needs to hold above 90 or this will be a quick cut.,True,"Adding $ASTS 120c Feb 20 @3.80

half size (9 day + 90/OP reclaim)

Stop: LOD

<@&1457740469353058469>",False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461017003455156356,2026-01-14T15:19:58.007000+00:00,ohiain,So far I'm really liking this reaction off the undercut of the 9 day.,True,$ASTS needs to hold above 90 or this will be a quick cut.,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461017863254052874,2026-01-14T15:23:22.999000+00:00,ohiain,"Wow, $RKLB RDR is a beauitful thing to witness.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461018009832263792,2026-01-14T15:23:57.946000+00:00,ohiain,Now pump my $ASTS pls 😭,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461019321756160162,2026-01-14T15:29:10.733000+00:00,ohiain,"Heavy sell wall right at OP, you won't see any momentum unless we close above OP, stop is still LOD will alert what I do!",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461023091151868109,2026-01-14T15:44:09.427000+00:00,ohiain,Watching this 15 min close at LOD to exit or hold.,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461024010086387722,2026-01-14T15:47:48.518000+00:00,ohiain,"The longer it chops intraday, the more I am likely to get out. I want to see aggressive buyers hold the 90 pivot. If not, I'm out.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461025828161716470,2026-01-14T15:55:01.981000+00:00,ohiain,"The 65 min closed below the 9 day, I do not want to see that, it's either now or neva.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461026726548209715,2026-01-14T15:58:36.173000+00:00,ohiain,Need this 30 min pivot high to get taken out and a reclaim of OP and I might actually add here to my position off the 9 day.,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461030044385280216,2026-01-14T16:11:47.207000+00:00,ohiain,"If we take out ORB on $ASTS, I might look to average up on this position and take the $ASTS $100c 16 Jan to see if we can get some momentum through PLOD reclaim.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461030597488017555,2026-01-14T16:13:59.077000+00:00,ohiain,"$CIFR looks awesome, I love this RDR and DTL retest, however, it's too extended intraday for my liking.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461031090293702990,2026-01-14T16:15:56.571000+00:00,ohiain,"$LUMN trying to take out PHOD, I love this r/r spot right above the $8 pivot.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461031623997919296,2026-01-14T16:18:03.816000+00:00,ohiain,"I can just feel the pressure building right below OP, need a solid close above, and that's when the momentum will most likely return.",True,"Heavy sell wall right at OP, you won't see any momentum unless we close above OP, stop is still LOD will alert what I do!",False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461031768542019595,2026-01-14T16:18:38.278000+00:00,ohiain,I'm sitting right above b/e on these cons.,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461033118348738654,2026-01-14T16:24:00.097000+00:00,ohiain,"There's that pressure release, I could just feel it in my bones... I would like to see a reclaim of the closing print for a confirmed RDR.

NHOD, watching the 100c weelies on $ASTS.",True,"I can just feel the pressure building right below OP, need a solid close above, and that's when the momentum will most likely return.",False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461033907385536563,2026-01-14T16:27:08.218000+00:00,ohiain,"Adding $ASTS 100c 16 Jan @.99

1/5th size (LOTTO TRADE)

Stop: Opening Print.

<@&1457740469353058469>",False,,True,False,buy,ASTS,100,call,0.99,2026-01-16,lotto,,,1,"{""action"": ""buy"", ""ticker"": ""ASTS"", ""strike"": 100, ""type"": ""call"", ""expiration"": ""2026-01-16"", ""price"": 0.99, ""size"": ""lotto""}"
1461033940033863681,2026-01-14T16:27:16.002000+00:00,ohiain,"GUYS I CAN""T TYPE FAST ENOUGH",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461034529526513861,2026-01-14T16:29:36.548000+00:00,ohiain,"Moving stop on these to OP, I do not want to see these come back.",True,"Adding $ASTS 100c 16 Jan @.99

1/5th size (LOTTO TRADE)

Stop: Opening Print.

<@&1457740469353058469>",False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461034741561032869,2026-01-14T16:30:27.101000+00:00,ohiain,,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461034760515223562,2026-01-14T16:30:31.620000+00:00,ohiain,$RKLB nice move so far.,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461035302377357494,2026-01-14T16:32:40.810000+00:00,ohiain,Looking to take trims into strength if we get a move through 94.,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461035823410712793,2026-01-14T16:34:45.034000+00:00,ohiain,Looking for another pop above this DTL on the 30 min to take profits into strength.,False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461037976992612489,2026-01-14T16:43:18.488000+00:00,ohiain,"$ACHR is getting super tight right at the 50 day, they're buying up Aerospace today.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
1461038873562972304,2026-01-14T16:46:52.247000+00:00,ohiain,"$UUUU filling gap, super tight 30 min pivot off open, would've been a really nice spot to define your risk. Really nice chart part of the energy / metals theme.",False,,False,False,null,,,,,,,,,0,"{""action"": ""null""}"
